start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697021047.3181381,1697021053.1686893,5.850551128387451,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.552206182895056,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,4,5.876607179641724
1697021047.3182619,1697021053.169156,5.850894212722778,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.55012147505653,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,4,5.876607179641724
1697021047.3187165,1697021053.17086,5.8521435260772705,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.54253224876454,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,4,5.876607179641724
1697021047.318762,1697021053.17028,5.851517915725708,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.546332250134405,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,4,5.876607179641724
1697021058.2420666,1697021063.5844862,5.342419624328613,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.569511988094106,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2422037,1697021063.5838847,5.341681003570557,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.57401553625022,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2423708,1697021063.5812063,5.3388354778289795,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.5913770376675,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2425432,1697021063.5829396,5.340396404266357,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.58185101409217,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2427008,1697021063.5865567,5.343855857849121,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.560758491347904,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.242837,1697021063.5819614,5.339124441146851,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.58961313189108,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2429802,1697021063.5857215,5.342741250991821,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.567551342243796,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021058.2435377,1697021063.5848615,5.3413238525390625,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,32.57619361860768,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,5,5.366972208023071
1697021068.6583698,1697021074.3230193,5.664649486541748,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.59841555684684,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6585042,1697021074.3223095,5.663805246353149,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.602678403236002,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6586313,1697021074.3242059,5.665574550628662,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.59374606270501,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6587958,1697021074.3256905,5.6668946743011475,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.587085045828587,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6589143,1697021074.3227215,5.663807153701782,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.6026687709731,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6590626,1697021074.3249898,5.665927171707153,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.59196652031606,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.6592157,1697021074.3259437,5.6667280197143555,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.587925772404724,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021068.659787,1697021074.327134,5.667346954345703,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I'm a bit of a nerd, so I enjoy reading",37,162,28.584803666516116,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,6,5.692572355270386
1697021079.4218953,1697021085.2346902,5.812794923782349,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.21362221622748,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.4220135,1697021085.2348251,5.812811613082886,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.213541211431224,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.4221861,1697021085.2366774,5.814491271972656,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.2053910357596,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.4223387,1697021085.2371962,5.814857482910156,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.203614702853056,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.4224675,1697021085.235775,5.813307523727417,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.211134424012947,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.422626,1697021085.2375853,5.814959287643433,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.20312093130106,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.4227407,1697021085.238074,5.815333366394043,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.201306729504434,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021079.423144,1697021085.2390933,5.815949201583862,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,28.198320569123567,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,7,5.839954614639282
1697021090.310179,1697021092.8446102,2.534431219100952,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.90549205445818,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3102758,1697021092.8452492,2.534973382949829,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.89781281810051,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3104174,1697021092.843839,2.533421516418457,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.919802295138126,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3105981,1697021092.846827,2.536228895187378,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.880042283516715,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.310741,1697021092.845421,2.534680128097534,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.90196608686173,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3108964,1697021092.8465111,2.5356147289276123,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.88873300104493,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3110533,1697021092.8473897,2.5363364219665527,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.878521166148374,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021090.3114228,1697021092.8485832,2.5371603965759277,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,35.86686916712509,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,8,2.561899185180664
1697021097.925695,1697021103.6792228,5.753527879714966,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.458959404393617,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.92585,1697021103.6805105,5.754660606384277,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.452767136118645,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.9260247,1697021103.6802816,5.754256963729858,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.454973446767557,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.9261954,1697021103.6811666,5.754971265792847,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.451069282630748,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.926359,1697021103.6822326,5.755873680114746,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.446138337836434,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.9264688,1697021103.6813889,5.75492000579834,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.451349422343732,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.9266243,1697021103.682703,5.756078720092773,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.445018180203544,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021097.9269927,1697021103.6834426,5.756449937820435,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,31.44299037690095,llama2-7b-chat,8,1,100,1000, 7909 MiB, 8181 MiB,9,5.782624244689941
1697021131.1744142,1697021137.8775024,6.703088283538818,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.825299851074824,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1746106,1697021137.8872533,6.712642669677734,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.79281164348725,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1747584,1697021137.8855832,6.710824728012085,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.798986145674892,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1749456,1697021137.8885415,6.713595867156982,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.789575516226474,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1750739,1697021137.8819218,6.706847906112671,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.812504792386104,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1752486,1697021137.8842385,6.708989858627319,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.8052215346923,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1760232,1697021137.8847518,6.708728551864624,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.80610980414093,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1762276,1697021137.8817568,6.70552921295166,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.816991044417804,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1763675,1697021137.8864598,6.710092306137085,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.801474706997013,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1765754,1697021137.8722804,6.695704936981201,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.850469284415777,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1767795,1697021137.88803,6.71125054359436,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.797539595065903,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1769316,1697021137.873777,6.696845293045044,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.846578247655945,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1770377,1697021137.8803291,6.703291416168213,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.82460816651457,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1772301,1697021137.8761287,6.698898553848267,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.839575606366992,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.177439,1697021137.8829854,6.7055463790893555,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.816932633128417,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.177516,1697021137.8801258,6.7026097774505615,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.82692937230725,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021142.9698143,1697021149.0548239,6.085009574890137,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.787139443891988,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9698992,1697021149.0560956,6.086196422576904,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.78191577835826,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.97006,1697021149.0529308,6.082870721817017,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.79655831174893,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.970219,1697021149.0577328,6.0875139236450195,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.77611945442591,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9703631,1697021149.05974,6.089376926422119,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.767927485771924,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9704921,1697021149.058819,6.088326930999756,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.772543893800723,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9706163,1697021149.0622485,6.091632127761841,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.758017651320106,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.971095,1697021149.065367,6.094271898269653,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.746427255121418,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.971269,1697021149.064149,6.092880010604858,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.75253734133827,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9713888,1697021149.0701373,6.098748445510864,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.726795088585792,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9715362,1697021149.0708895,6.099353313446045,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.724144613932424,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9716673,1697021149.0625467,6.090879440307617,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.76132430422359,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9717984,1697021149.066768,6.0949695110321045,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.743365935623533,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9719412,1697021149.068627,6.096685886383057,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.735836983837462,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9720712,1697021149.0713706,6.099299430847168,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.724380701106185,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9721472,1697021149.067643,6.095495700836182,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.741057331504575,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021154.1533668,1697021155.8026028,1.6492359638214111,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.82828945627958,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.153489,1697021155.8053877,1.6518986225128174,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.793104921437557,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1536322,1697021155.8033695,1.6497373580932617,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.821655321916325,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1537492,1697021155.8093913,1.655642032623291,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.74383066547278,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.15396,1697021155.8010979,1.6471378803253174,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.856093791546968,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1540668,1697021155.8072207,1.653153896331787,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.776556967794136,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1542244,1697021155.8079076,1.6536831855773926,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.76958701278105,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.154428,1697021155.806621,1.6521930694580078,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.789221045340415,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.154623,1697021155.809861,1.6552379131317139,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.74913933181238,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1547687,1697021155.8109708,1.6562020778656006,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.73647798244181,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1549046,1697021155.8109941,1.6560895442962646,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.737955006109146,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.1550324,1697021155.8094049,1.6543724536895752,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.760517058726972,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.155183,1697021155.8125083,1.657325267791748,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.7217469012387,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.155336,1697021155.8110952,1.655759334564209,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.74229022811162,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.155489,1697021155.8121934,1.6567044258117676,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.72988702095148,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021154.155562,1697021155.8128989,1.657336950302124,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.72159378540217,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,2,1.6934847831726074
1697021160.9013097,1697021166.6464052,5.745095491409302,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.10922659584971,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9013984,1697021166.6470523,5.745653867721558,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.106689239093093,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9015398,1697021166.6465502,5.7450103759765625,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.1096134181485,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9016852,1697021166.6478322,5.74614691734314,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.104449147874533,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9018552,1697021166.6485682,5.746712923049927,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.101878066390547,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
